name;kpi_1;kpi_2;kpi_3;kpi_4;kpi_5;kpi_6;kpi_7;kpi_8;kpi_9;kpi_10;kpi_11;kpi_12;kpi_13;kpi_14;kpi_15;kpi_16;kpi_17;label;DPA_obj;DPA_time;LV_obj;LV_time;DS_obj;DS_time;G_obj;G_time;solver_obj;solver_time
J108-T18-G036-U1-SC1-D2-0008;0,826930;1,336273;0,314178;0,313067;0,570260;0,826930;0,314178;0,156934;0,186915;0,334052;0,479034;90,511373;0,417751;0,415407;0,133410;0,939669;2,690593;3;616697,602569;576,780380;650218,372783;0,813570;587355,656493;10,251333;570888,689399;3,795969;559767,054464;5,856798
J108-T18-G036-U1-SC1-D2-0009;0,692337;1,115733;0,266956;0,257337;0,481129;0,692337;0,266956;0,129416;0,190125;0,333495;0,476380;74,399707;0,536132;0,402124;0,136845;2,130629;2,564521;3;515438,842931;780,668779;508217,016670;0,647732;509905,780514;10,112674;508005,889502;3,451357;505896,310518;2,147289
J108-T18-G036-U1-SC1-D2-0010;0,724262;1,148291;0,296995;0,260002;0,511256;0,724262;0,296995;0,130040;0,195210;0,332811;0,471978;75,170934;0,507151;0,396625;0,133924;2,518416;2,534397;3;546314,737492;718,655587;537702,094940;0,734401;570719,665488;10,161872;535572,903391;3,518457;533699,951182;2,784943
J108-T18-G036-U1-SC1-D3-0001;0,398445;0,867714;0,053568;0,262490;0,620143;0,867714;0,398445;0,145872;0,599743;0,307340;0,092917;-75,240507;0,380467;0,354143;0,235003;1,027328;2,820338;2;248781,393386;381,390285;300260,301022;0,369425;248266,369790;9,657021;249672,375546;2,675366;247062,574652;1,475971
J108-T18-G036-U1-SC1-D3-0002;0,429562;0,937569;0,058457;0,282008;0,668528;0,937569;0,429562;0,158604;0,600810;0,301857;0,097333;-80,723394;0,441977;0,373641;0,251232;1,390779;2,648454;2;209374,483793;347,087239;249365,276238;0,346031;209090,385973;8,846085;210235,988259;2,418143;208031,132657;1,998474
J108-T18-G036-U1-SC1-D3-0003;0,374179;0,873833;0,035962;0,272894;0,606398;0,873833;0,374179;0,156799;0,633253;0,290956;0,075790;-77,697784;0,344206;0,400971;0,271096;1,007138;3,077859;2;205949,503616;313,413148;249952,750347;0,367941;205363,300891;9,164924;206579,134245;2,479938;204175,972329;1,551245
J108-T18-G036-U1-SC1-D3-0004;0,359456;0,822369;0,039242;0,253508;0,574937;0,822369;0,359456;0,144537;0,622077;0,296141;0,081782;-72,366420;0,467995;0,388855;0,288609;1,497283;2,588599;2;188727,779335;315,291796;225703,316868;0,317073;188265,536454;9,019698;189397,715760;2,475334;187960,818989;1,524050
J108-T18-G036-U1-SC1-D3-0005;0,371433;0,860328;0,038859;0,267020;0,598567;0,860328;0,371433;0,152896;0,627604;0,294599;0,077797;-76,127938;0,425345;0,412618;0,233142;0,606432;2,782118;2;178395,988197;315,363348;209037,999277;0,351392;177857,301408;9,005291;178987,326390;2,415442;177105,018056;1,569946
J108-T18-G036-U1-SC1-D3-0006;0,408072;0,897252;0,060480;0,269935;0,636924;0,897252;0,408072;0,152466;0,603567;0,300063;0,096371;-77,143194;0,417149;0,369936;0,241229;1,937037;2,821198;2;219672,893588;363,236845;260122,724097;0,371263;219091,047626;8,801031;220582,758908;2,572853;218820,899412;1,862904
J108-T18-G036-U1-SC1-D3-0007;0,352697;0,787163;0,051601;0,239168;0,555936;0,787163;0,352697;0,136662;0,612197;0,294397;0,093406;-68,158802;0,448701;0,404987;0,256306;0,585470;2,888640;2;209774,741548;336,947091;253928,508977;0,360319;209311,541515;9,076160;210585,262639;2,484354;208321,832804;1,493683
J108-T18-G036-U1-SC1-D3-0008;0,365719;0,804056;0,046249;0,243471;0,571819;0,804056;0,365719;0,136329;0,603768;0,304413;0,091818;-69,749138;0,545960;0,413080;0,258675;0,746231;2,864530;2;219415,269811;376,640490;266232,526288;0,343400;218832,836702;9,542993;219452,037794;2,604252;217901,077269;1,214329
J108-T18-G036-U1-SC1-D3-0009;0,377802;0,892632;0,029532;0,281416;0,617103;0,892632;0,377802;0,161119;0,638981;0,292377;0,068641;-80,194108;0,360281;0,436162;0,235933;0,468614;2,835664;2;194743,345829;311,795954;235767,122877;0,339139;193745,159758;8,751555;194494,730358;2,398974;192793,898768;2,029909
J108-T18-G036-U1-SC1-D3-0010;0,362382;0,835189;0,042892;0,256577;0,580940;0,835189;0,362382;0,147663;0,624055;0,293382;0,082563;-73,106837;0,354430;0,377956;0,234699;0,790335;2,575447;2;210623,392274;322,753349;249743,560941;0,341968;210188,385535;8,954147;211782,589316;2,475191;209154,357950;1,784235
J108-T18-G036-U1-SC1-D4-0001;0,815604;0,821483;0,809529;0,002857;0,815828;0,817106;0,814143;0,000668;0,333517;0,333358;0,333126;-0,187235;0,452784;0,382106;0,268734;1,088302;2,915960;2;573899,680099;853,630723;570110,116554;0,691964;567276,679730;10,506357;570535,847205;3,361869;564528,973628;3,890938
J108-T18-G036-U1-SC1-D4-0002;0,697864;0,705780;0,690353;0,003557;0,697630;0,699121;0,695110;0,000985;0,333933;0,332603;0,333464;0,015508;0,451600;0,412035;0,249690;0,959696;3,986363;2;518988,461873;885,228524;515928,764461;0,678239;513181,816826;10,727598;517557,778663;3,266020;510308,134328;2,501646
J108-T18-G036-U1-SC1-D4-0003;0,708388;0,714749;0,705018;0,002621;0,708452;0,710337;0,707739;0,000517;0,333241;0,333593;0,333165;-0,007081;0,441037;0,359654;0,222611;0,787395;2,914425;2;505530,494724;863,229746;501452,839946;0,658535;500047,813399;10,677106;501833,262443;3,310048;497103,940601;2,555250
J108-T18-G036-U1-SC1-D4-0004;0,820564;0,829919;0,809967;0,004373;0,820168;0,821944;0,815956;0,001594;0,333171;0,333928;0,332900;-0,012171;0,362255;0,449414;0,216768;5,397176;3,408847;2;517015,403739;832,125915;517337,668134;0,685343;513326,814893;10,155840;514881,219976;3,137315;509625,689680;3,843216
J108-T18-G036-U1-SC1-D4-0005;0,835512;0,841625;0,826265;0,004066;0,835218;0,837438;0,832740;0,001111;0,332608;0,333753;0,333639;0,124137;0,415277;0,483693;0,237265;0,656011;3,179950;2;472221,597202;813,962739;470559,424130;0,673381;469318,803256;9,958850;471987,505608;3,051504;466187,569700;6,057699
J108-T18-G036-U1-SC1-D4-0006;0,630994;0,636703;0,627394;0,003002;0,631032;0,632399;0,630114;0,000494;0,333125;0,333095;0,333781;0,016316;0,387322;0,369709;0,306422;0,869305;2,759051;2;447816,525401;860,769673;444066,312710;0,657041;443235,823879;10,120250;443959,953112;3,265426;439688,991620;2,148376
J108-T18-G036-U1-SC1-D4-0007;0,739349;0,745782;0,733954;0,002862;0,738514;0,739460;0,735837;0,000927;0,332987;0,333546;0,333467;0,217420;0,410933;0,387041;0,269158;0,996405;3,104765;2;522073,527542;872,922974;519703,333322;0,661597;518047,808562;12,110189;519929,455000;3,276446;514513,219165;2,257477
J108-T18-G036-U1-SC1-D4-0008;0,735724;0,743949;0,729636;0,003537;0,735459;0,736907;0,734574;0,000508;0,332954;0,333187;0,333859;0,129331;0,416951;0,393408;0,292307;0,678629;3,269865;2;460377,047418;864,428145;457298,613884;0,658525;457155,545655;10,357929;458865,032068;3,310626;453576,594418;3,066929
J108-T18-G036-U1-SC1-D4-0009;0,659612;0,665220;0,654571;0,003205;0,660182;0,661648;0,659098;0,000686;0,334012;0,333233;0,332755;-0,191829;0,414411;0,421301;0,280336;0,929490;2,824225;2;426462,419808;864,717837;422837,265133;0,665173;421883,588790;10,243475;423078,801360;3,268651;419168,725084;2,333368
J108-T18-G036-U1-SC1-D4-0010;0,809461;0,819853;0,802205;0,004760;0,809306;0,810665;0,807407;0,000889;0,332735;0,334924;0,332341;-0,001300;0,430662;0,367567;0,257859;1,400888;2,802176;2;545418,858657;820,930816;543183,444534;0,657707;540705,762367;10,152651;542435,064940;3,200500;537604,601578;4,845310
J108-T18-G036-U1-SC1-D5-0001;0,746702;1,171262;0,255243;0,276455;0,632192;0,759486;0,255243;0,136367;0,312048;0,280899;0,407053;29,554994;0,420638;0,407955;0,185157;0,739051;2,621621;0;497856,205005;555,946220;504429,590301;0,685742;501559,147751;11,018650;497941,725814;3,761357;480275,631138;4,347698
J108-T18-G036-U1-SC1-D5-0002;0,765236;1,199085;0,261281;0,283106;0,648146;0,778307;0,261281;0,139795;0,312223;0,280805;0,406972;30,193962;0,434223;0,322861;0,184370;1,534621;2,481099;3;508640,505573;513,592340;520764,904556;0,644668;506827,680255;8,685766;503353,341368;3,105549;487954,891247;3,599365
J108-T18-G036-U1-SC1-D5-0003;0,685048;1,075298;0,235118;0,253620;0,580160;0,696821;0,235118;0,124906;0,312003;0,280793;0,407204;27,088770;0,493450;0,395453;0,233034;0,873062;2,730883;3;468595,550391;680,531421;467555,925251;0,671718;472011,963010;9,734344;466662,344154;3,401055;459097,246181;3,467802
J108-T18-G036-U1-SC1-D5-0004;0,875499;1,370214;0,298783;0,323334;0,741512;0,890513;0,298783;0,159839;0,312096;0,280984;0,406920;34,546364;0,362875;0,313075;0,164095;0,383790;2,468105;2;648962,666735;341,958757;665342,511756;0,727668;613084,675621;7,621018;623875,968576;2,737310;584130,352288;5,787125
J108-T18-G036-U1-SC1-D5-0005;0,798724;1,252117;0,272936;0,295438;0,676145;0,812453;0,272936;0,145934;0,311854;0,281106;0,407040;31,631536;0,531378;0,390079;0,164025;0,899562;2,710512;3;523709,163561;454,094240;549989,980693;0,641866;515014,631365;8,487012;509988,178331;3,083632;493661,796395;5,430115
J108-T18-G036-U1-SC1-D5-0006;0,757797;1,189906;0,259798;0,280506;0,641715;0,770796;0,259798;0,138214;0,311987;0,280830;0,407183;29,981090;0,420324;0,456707;0,197052;6,886245;3,183114;3;506077,869081;548,330575;516363,400543;0,732860;506574,326668;9,068168;505255,154870;3,103246;487408,820529;4,429708
J108-T18-G036-U1-SC1-D5-0007;0,710091;1,114216;0,243286;0,262918;0,601271;0,722319;0,243286;0,129653;0,311925;0,281058;0,407017;28,082664;0,458867;0,551049;0,215492;1,006455;3,059176;0;405891,737893;644,984502;419540,059419;0,616261;409149,020486;9,693446;412604,289860;3,349521;399503,870210;5,790913
J108-T18-G036-U1-SC1-D5-0008;0,752223;1,180876;0,258660;0,278312;0,637210;0,765212;0,258660;0,137083;0,312105;0,281066;0,406829;29,665332;0,426501;0,401139;0,181704;1,035788;2,761018;0;449566,740879;565,233088;454332,867594;0,618119;453962,721885;9,147894;453447,805647;3,047896;435975,870460;5,716843
J108-T18-G036-U1-SC1-D5-0009;0,820135;1,286489;0,281093;0,303438;0,694679;0,834292;0,281093;0,149605;0,312102;0,280911;0,406987;32,368808;0,400226;0,468750;0,205784;1,070520;3,012263;2;492756,799122;397,399724;494810,247911;0,682080;464460,274253;8,800410;465442,693991;2,984424;445548,492630;5,666094
J108-T18-G036-U1-SC1-D5-0010;0,834463;1,307827;0,287009;0,308635;0,706780;0,848743;0,287009;0,152231;0,312170;0,281036;0,406794;32,922372;0,426698;0,339987;0,168275;1,035879;2,563528;2;634771,011983;385,437247;643169,716606;0,714335;591134,297570;7,978802;591914,894515;2,993211;564985,623815;6,374031
J108-T18-G036-U1-SC1-D6-0001;0,612516;0,703130;0,501616;0,057940;0,587232;0,612516;0,530972;0,021212;0,324772;0,315052;0,360176;8,612400;0,371514;0,399827;0,259357;0,930998;2,799268;2;444380,010789;728,879486;547677,443803;0,389738;443528,785578;10,245338;444729,559426;3,205631;440091,185920;2,993807
J108-T18-G036-U1-SC1-D6-0002;0,697341;0,875618;0,493848;0,123834;0,630674;0,697341;0,511080;0,050118;0,305327;0,308185;0,386487;22,514220;0,437149;0,405893;0,203476;0,817437;2,825507;0;427126,388182;762,620755;534520,517797;0,373679;429084,130405;10,234469;429038,852549;3,239149;423142,985754;3,423679
J108-T18-G036-U1-SC1-D6-0003;0,719099;0,857282;0,535387;0,103874;0,654732;0,719099;0,535387;0,048417;0,304290;0,315848;0,379862;21,409188;0,507843;0,354603;0,211836;1,220689;2,687043;2;491654,465115;755,890642;598197,599905;0,422111;491238,604590;10,474096;492232,516407;3,244554;485650,439785;3,884789
J108-T18-G036-U1-SC1-D6-0004;0,661886;0,790524;0,511350;0,095628;0,599340;0,661886;0,511350;0,042242;0,299290;0,317212;0,383498;21,576563;0,424927;0,414019;0,242763;1,742202;2,903148;2;417838,769166;768,430233;505444,539967;0,435483;417028,787195;10,455516;417912,216873;3,288308;413733,476009;2,952362
J108-T18-G036-U1-SC1-D6-0005;0,733320;0,888429;0,564202;0,106644;0,671344;0,733320;0,564202;0,046559;0,306277;0,316583;0,377140;20,572360;0,404719;0,355737;0,227004;0,599452;2,821714;2;469202,782791;746,231385;590307,224330;0,343233;468082,970384;10,363755;469472,642371;3,263739;464048,835002;2,469797
J108-T18-G036-U1-SC1-D6-0006;0,717065;0,864098;0,516822;0,111239;0,639120;0,717065;0,516822;0,055711;0,294340;0,319033;0,386627;25,960297;0,466528;0,319926;0,230064;1,113123;2,555851;3;504844,097826;804,903993;613514,623380;0,382972;503403,823626;10,644844;502448,801353;3,388113;498345,996102;3,065224
J108-T18-G036-U1-SC1-D6-0007;0,769136;0,912304;0,602439;0,090927;0,735446;0,771763;0,656220;0,031715;0,326021;0,312848;0,361131;10,782126;0,380548;0,333211;0,209422;1,039317;2,683409;3;442511,770964;712,112908;543898,305821;0,377755;441928,198465;10,105059;441907,639178;3,110691;437249,259011;3,448013
J108-T18-G036-U1-SC1-D6-0008;0,610686;0,730835;0,470030;0,082811;0,559709;0,610686;0,470030;0,038370;0,307293;0,315286;0,377421;16,885135;0,480401;0,351604;0,200678;1,801008;2,812748;0;489036,461327;809,358104;613977,107689;0,359076;492191,787802;12,763497;493258,609642;4,248592;484434,571961;2,943562
J108-T18-G036-U1-SC1-D6-0009;0,697624;0,790147;0,555363;0,071614;0,659241;0,697624;0,603780;0,026137;0,316690;0,318455;0,364855;13,538328;0,508630;0,426554;0,231372;0,996109;3,010384;0;409803,003347;735,464909;518290,656326;0,350751;410069,116219;10,193874;410254,828812;3,353664;406859,352357;2,485899
J108-T18-G036-U1-SC1-D6-0010;0,647368;0,756530;0,521646;0,080678;0,596593;0,647368;0,521646;0,034766;0,305153;0,320538;0,374310;17,455408;0,364977;0,408867;0,213656;0,616980;2,989223;2;442103,594495;771,749715;551210,729167;0,398204;440838,913962;10,856183;441199,685804;3,331572;436924,487361;2,770912
J108-T18-G036-U1-SC2-D1-0001;0,627083;0,837146;0,424821;0,181181;0,506375;0,627083;0,431187;0,068729;0,237442;0,332995;0,429563;45,354391;0,549092;0,436464;0,085845;0,898227;1,291851;0;277177,426033;683,646938;287780,635771;0,417590;280135,392796;6,844733;279532,731493;2,372553;277097,659209;2,346815
J108-T18-G036-U1-SC2-D1-0002;0,764602;1,018228;0,501159;0,229275;0,615044;0,764602;0,531469;0,085639;0,236587;0,332986;0,430427;56,576900;0,400543;0,314654;0,076618;0,964900;1,220351;0;322726,187234;494,113801;332042,242467;0,390030;325773,409487;6,682888;326199,744139;2,192350;322390,783258;2,333042
J108-T18-G036-U1-SC2-D1-0003;0,729826;0,956972;0,498042;0,210367;0,594204;0,729826;0,519820;0,075341;0,239904;0,329997;0,430100;52,281380;0,437774;0,368005;0,064123;0,595079;1,248318;0;292968,207889;649,674640;303459,973501;0,393833;296385,558102;6,703655;296043,386673;2,336004;292532,116985;2,753666
J108-T18-G036-U1-SC2-D1-0004;0,773066;1,028847;0,481469;0,235145;0,617913;0,773066;0,531155;0,089743;0,231386;0,336245;0,432369;58,205494;0,373067;0,335481;0,074471;0,788295;1,261128;0;339596,216456;395,472372;348007,548252;0,391222;339751,047082;5,913828;339606,086392;2,123560;334481,389274;4,168213
J108-T18-G036-U1-SC2-D1-0005;0,647371;0,850414;0,447317;0,177745;0,526483;0,647371;0,452599;0,069191;0,241369;0,332465;0,426165;45,153768;0,495437;0,501592;0,101398;1,502651;1,421673;0;278914,220997;694,603334;287400,148846;0,438531;291824,165257;6,941562;281206,113404;2,372774;278129,511284;2,035696
J108-T18-G036-U1-SC2-D1-0006;0,779075;1,025310;0,514288;0,227964;0,631197;0,779075;0,550645;0,085750;0,237491;0,335201;0,427307;55,516280;0,371714;0,418876;0,093323;0,787431;1,241128;2;256895,849530;414,403549;266642,156784;0,375090;256026,278710;6,593454;257937,405550;2,252795;253079,397215;3,039225
J108-T18-G036-U1-SC2-D1-0007;0,819733;1,072530;0,520717;0,239248;0,663408;0,819733;0,566416;0,089819;0,239416;0,332334;0,428250;58,776896;0,396504;0,402678;0,065029;1,058556;1,296272;2;352720,071747;370,268430;366082,682510;0,553182;343343,694093;6,468553;344157,497966;2,609215;337679,024790;5,693542
J108-T18-G036-U1-SC2-D1-0008;0,680742;0,914408;0,430720;0,203595;0,550402;0,680742;0,477668;0,074330;0,237832;0,332541;0,429627;49,605186;0,377397;0,374617;0,076524;0,655712;1,227017;0;314519,891009;653,489798;321772,273546;0,434185;318160,984285;6,546315;318124,267205;2,267030;314117,353064;2,927731
J108-T18-G036-U1-SC2-D1-0009;0,754190;1,003224;0,513161;0,225577;0,603923;0,754190;0,525443;0,085810;0,233138;0,333699;0,433163;56,619314;0,460066;0,471512;0,082106;0,764676;1,348347;0;286007,230070;601,104950;295586,945022;0,429588;288753,477997;6,813178;288110,504970;2,502040;286067,763505;2,489651
J108-T18-G036-U1-SC2-D1-0010;0,829930;1,131237;0,539138;0,248126;0,664673;0,829930;0,573063;0,094245;0,232156;0,333303;0,434542;62,462898;0,400675;0,357006;0,085774;1,948001;1,193509;2;338237,745877;354,240083;350244,330537;0,620758;324120,746478;6,789787;327121,881985;2,776979;317683,975630;4,128361
J108-T18-G036-U1-SC2-D2-0001;0,790418;1,280748;0,291566;0,302712;0,542023;0,790418;0,291566;0,152134;0,185458;0,333731;0,480811;87,518384;0,470151;0,414046;0,173737;0,665926;1,386634;2;372883,731927;485,818636;362959,420843;0,653653;349809,171465;7,300073;351444,600324;3,049334;338031,911398;8,688580
J108-T18-G036-U1-SC2-D2-0002;0,726607;1,169195;0,286313;0,268839;0,506548;0,726607;0,286313;0,134116;0,191080;0,332696;0,476224;77,726219;0,433931;0,275244;0,130329;0,579828;1,159403;2;371728,858799;528,785213;367341,139477;0,540914;356036,328959;6,322035;357096,059318;2,519645;354280,946511;4,073669
J108-T18-G036-U1-SC2-D2-0003;0,793871;1,285387;0,300878;0,300583;0,547574;0,793871;0,300878;0,150415;0,187382;0,333307;0,479311;86,904292;0,397404;0,499597;0,138076;0,546962;1,399009;2;341304,648006;500,260756;345637,541545;0,689759;309590,003969;7,137059;317539,769131;3,163297;301694,112121;5,679516
J108-T18-G036-U1-SC2-D2-0004;0,723383;1,162034;0,282931;0,268677;0,503246;0,723383;0,282931;0,134420;0,190074;0,333514;0,476413;77,679801;0,433271;0,382654;0,137810;0,650911;1,252691;2;319420,414300;559,669711;316980,449760;0,577430;311748,022945;6,592073;312289,501610;2,378509;309994,043559;6,254841
J108-T18-G036-U1-SC2-D2-0005;0,760231;1,223917;0,296672;0,283050;0,528468;0,760231;0,296672;0,141334;0,189984;0,333002;0,477013;81,834951;0,486351;0,409048;0,132614;1,704809;1,342116;2;334710,173655;505,475533;334089,505543;0,610997;316678,892035;6,822472;319245,811108;2,656530;312267,227814;6,876284
J108-T18-G036-U1-SC2-D2-0006;0,844970;1,359186;0,325004;0,316536;0,585482;0,844970;0,325004;0,158626;0,188692;0,333697;0,477610;91,514357;0,405453;0,270819;0,155483;0,433891;1,127916;3;525496,437419;399,690487;522294,983863;0,687936;478091,014627;7,486868;475659,821475;3,455401;443017,880224;6,556089
J108-T18-G036-U1-SC2-D2-0007;0,773943;1,249517;0,295574;0,291366;0,535202;0,773943;0,295574;0,145796;0,188435;0,333019;0,478546;84,239110;0,449453;0,396355;0,151423;3,726980;1,369955;2;366272,803253;495,645760;371907,324112;0,656384;336242,211296;7,032943;346988,099847;2,897669;331831,900523;6,137882
J108-T18-G036-U1-SC2-D2-0008;0,753260;1,209990;0,294261;0,278170;0,525124;0,753260;0,294261;0,139577;0,191115;0,333070;0,475815;80,423677;0,386921;0,422536;0,119025;1,766623;1,418378;2;340693,504427;527,342342;335500,413043;0,700741;324622,579607;6,818048;325176,395222;2,571019;320797,102186;5,285261
J108-T18-G036-U1-SC2-D2-0009;0,870013;1,395467;0,344587;0,321848;0,606642;0,870013;0,344587;0,160417;0,190852;0,333117;0,476031;93,051971;0,390557;0,352602;0,128589;0,662723;1,211440;3;491021,481023;377,566140;519228,239580;0,799875;449587,165042;7,507228;441359,847595;3,844283;394985,189594;5,826544
J108-T18-G036-U1-SC2-D2-0010;0,770319;1,240862;0,301498;0,287090;0,535346;0,770319;0,301498;0,143174;0,189789;0,333140;0,477071;83,003146;0,377944;0,394549;0,134228;0,523699;1,278923;2;365392,388722;505,479146;364963,345529;0,687634;334603,167984;6,956114;340081,174123;2,933964;329752,783397;5,941277
J108-T18-G036-U1-SC2-D3-0001;0,428916;0,936621;0,061058;0,281708;0,667429;0,936621;0,428916;0,158071;0,600226;0,303463;0,096311;-80,631940;0,388231;0,397177;0,276990;0,580342;1,409323;0;125521,440052;298,367213;137043,205740;0,311611;125533,954132;6,116225;125781,261918;1,597753;125190,849122;2,588507
J108-T18-G036-U1-SC2-D3-0002;0,418944;0,948555;0,057834;0,289097;0,664812;0,948555;0,418944;0,165648;0,616361;0,294513;0,089126;-82,366567;0,414601;0,425008;0,255130;0,741711;1,393025;0;109386,568393;249,131119;118124,623511;0,297887;109569,361573;5,782306;109849,166396;1,446954;109070,811514;2,540886
J108-T18-G036-U1-SC2-D3-0003;0,402611;0,926875;0,049268;0,284923;0,645307;0,926875;0,402611;0,164201;0,624479;0,291360;0,084161;-81,115670;0,398651;0,368303;0,214501;0,776035;1,402052;0;121123,235686;246,453711;130991,254724;0,349988;121170,421681;5,752764;121596,852077;1,427919;120712,741348;2,341621
